Time,Latitude,Longitude,Depth/Km,Magnitude
59:59.5,42.6638,13.1892,11,2.1
02:43.8,42.944,13.2143,9.2,2.1
06:55.6,42.7968,13.231,11.4,2
05:53.5,42.9287,13.2023,7.8,2.4
16:01.2,42.9198,13.0723,10.2,2
39:27.1,42.8358,13.1218,11,2.1
44:31.1,42.7673,13.1152,11.8,2.5
48:51.7,42.9768,13.0583,10.1,2.7
54:06.8,42.7752,13.1725,10,2.1
03:54.2,42.9175,13.0503,10.2,2.2
11:30.4,42.8652,13.1423,9.3,2
12:56.2,42.7948,13.1373,9.4,2.1
28:05.3,43.0127,13.1488,8,2.2
10:18.7,42.7477,13.1717,11,2
25:20.1,42.7567,13.1562,9.3,2.2
36:55.9,42.7932,13.1235,10.6,3.5
56:22.9,42.7883,13.1023,12.3,2.1
01:59.5,43.0052,13.071,10.2,2.2
13:48.5,42.8747,13.2045,8.3,2
22:58.6,42.8348,13.139,10.7,2.1
24:58.0,42.8518,13.1178,9.5,2.1
43:00.2,42.7543,13.2178,10.5,2.4
43:08.8,42.7483,13.2485,9.3,2.2
44:51.3,42.8873,13.2063,7.2,2.7
17:40.4,42.983,13.1288,6.4,2.1
18:33.9,42.7192,13.2002,11.6,2
25:16.5,43.0097,13.0782,8.6,2.7
02:31.1,42.6288,13.2312,13.8,2.1
07:03.1,42.9393,13.205,9.4,2.8
14:01.1,43.0422,13.0947,8.7,3
26:04.9,43.0218,13.1138,9.5,2.2
27:26.2,42.8033,13.2407,10.3,2.6
32:15.4,42.5258,13.1907,9.8,2
39:29.8,42.7438,13.1787,10.2,2.3
23:54.7,42.8025,13.1893,9.9,2.2
27:19.2,42.9042,13.1438,10.4,2
28:55.6,42.7255,13.2133,10.4,2.1
43:34.7,42.7537,13.2162,16.9,2.6
44:42.7,42.8128,13.1628,9.7,2.7
48:28.9,42.7873,13.07,10.2,2.9
59:39.9,43.0407,13.0557,9.9,2
04:32.9,42.9103,13.197,8.2,2
49:39.2,42.7955,13.1558,10.6,2
50:56.5,42.9803,13.1538,8.7,2.4
51:27.4,42.9793,13.1522,8.8,2.6
09:32.1,42.7988,13.1008,10.6,2
23:30.1,42.9215,13.1488,8.5,2
29:27.9,42.7798,13.1802,8.7,2.1
04:47.0,42.9828,13.1218,8.7,2.6
12:07.7,43.0068,13.0743,8.9,2.6
13:15.4,42.8333,13.0797,10.7,2.3
53:38.4,42.9918,13.1227,9.3,2.5
06:43.4,42.62,13.2998,9.9,2.4
11:37.0,43.0672,13.0657,8.9,2.7
13:21.4,42.6923,13.2337,13.5,2.3
30:58.6,42.7713,13.2358,12,2.6
49:40.6,43.0245,13.1248,7.7,2.2
51:28.2,42.6988,13.1478,12.3,2.7
52:55.1,42.8993,13.2078,9.8,2.4
00:54.1,42.9592,13.0663,10.1,2
27:54.8,42.7833,13.1082,11,2.7
57:56.8,42.8753,13.1857,8.9,2.4
15:38.8,43.0212,13.1042,8.6,2.6
21:58.0,42.785,13.075,10.9,2
39:19.8,42.9648,13.1548,10.8,3
55:29.6,42.8112,13.2133,12.7,2.1
09:40.8,42.9777,13.152,8.1,2.6
10:35.3,42.983,13.1603,9,2.2
19:14.2,42.698,13.2282,12.2,2
20:19.8,43.0845,13.0763,8.1,2.8
28:26.3,43.0147,13.1062,8.5,2
33:45.1,43.0082,13.0848,8.7,2.5
34:38.0,42.6662,13.1863,11.2,2.2
00:12.3,42.9567,13.1957,7.6,2
06:41.6,42.7032,13.1177,10.2,2.2
13:47.1,42.9908,13.0477,7.7,2.2
36:39.5,42.9477,13.1267,11.4,2.1
42:55.3,42.7933,13.1763,9.8,2.2
46:23.8,42.7992,13.1155,12.3,2
19:09.9,42.9363,13.1372,10.1,2.3
23:41.9,42.9808,13.161,9,2.2
24:41.2,42.972,13.0323,10.9,2.2
26:13.2,43.0078,13.0767,8.3,2.2
31:03.2,42.5465,13.2878,16.3,2.5
32:12.2,42.6927,13.2358,10.7,2.9
32:56.9,42.7313,13.2223,10.2,2
39:22.1,42.9563,13.1287,8.6,2.2
16:15.8,42.6677,13.1733,10.8,2.4
17:36.0,42.7933,13.1145,11.4,2.7
34:13.4,43.0073,13.0768,9.3,2.2
53:09.6,42.8298,13.2223,12.1,3.1
01:48.2,42.9187,13.0312,9.6,2.2
12:58.4,42.9418,13.2033,9.1,2.2
21:45.0,43.008,13.1427,6,2
37:52.5,42.9187,13.1373,10,2.5
46:19.0,43.0072,13.0632,9.4,2
58:53.5,42.98,13.161,7.7,2.2
07:57.2,43.0148,13.1402,8.1,2.3
22:32.2,42.9363,13.2088,6,2.3
31:15.4,42.848,13.0873,11.4,2.2
11:07.9,42.9417,13.1532,8.3,2.4
33:57.2,42.7968,13.1962,7.6,2
49:04.3,42.7648,13.1512,10.5,2
51:12.0,43.0693,13.0572,9,2.2
52:03.2,43.07,13.0617,8.9,2.1
59:48.9,42.9135,13.2187,7.8,2.8
13:57.7,42.9935,13.0838,9.5,2.3
17:36.6,42.9108,13.1177,9.3,2
33:27.4,42.9275,13.1063,10.9,2.6
42:34.0,42.8937,13.0582,10.5,2.1
51:25.7,42.7987,13.1262,10.4,2.2
56:19.4,42.7853,13.1635,11.3,2.2
58:14.4,42.9012,13.1093,10,2.7
20:16.4,42.7972,13.2043,13.3,2
21:10.3,43.0492,13.0965,5,2
34:54.2,42.6798,13.1872,11.8,2
42:09.9,42.8698,13.1033,10.4,2.1
11:42.8,42.8873,13.1085,9.4,2.3
44:11.0,42.7263,13.185,9,2.4
14:25.7,43.0078,13.0695,9.1,2.9
16:17.5,42.9818,13.1645,9,2.8
20:57.6,42.989,13.0368,8.3,2.2
29:19.5,42.9128,13.1977,8.2,2.2
30:22.3,42.9853,13.041,8.5,2.1
33:01.9,42.7745,13.1898,10.3,2.2
34:06.3,42.9032,13.0698,10.2,2.4
37:04.8,43.0098,13.0755,9.6,2
49:03.5,42.8055,13.2308,10.3,2.5
03:16.9,42.7683,12.7475,18.2,2.2
05:08.5,42.9282,13.2178,8.7,2
11:02.2,42.915,13.1992,9,2.5
14:11.2,42.8492,13.0687,10.5,2.5
27:46.1,42.9065,13.1827,8.3,2.2
43:58.6,43.0207,13.1302,8.1,2.1
52:55.5,42.9483,13.2242,9.3,2.2
56:28.2,42.9292,13.2183,9.2,2.1
01:30.8,42.7605,13.2122,10.1,2.2
02:47.0,42.8617,13.1583,9.5,2.6
07:13.5,42.8017,13.2157,12.4,2.3
17:40.4,42.9123,13.2288,8,2.4
22:55.3,42.8623,13.1632,11.6,2.2
35:29.0,42.8882,13.0998,12.5,2.6
44:20.7,42.8005,13.1318,9.9,2
49:20.7,42.9523,13.1285,10.6,2
51:02.1,42.8015,13.2145,12.8,2.6
44:20.1,42.9075,13.1892,7.9,2
54:59.6,43.0113,13.0732,9.5,3.1
00:44.8,42.9262,13.2178,9.3,2
04:33.8,42.964,13.044,9,2
07:30.5,42.8945,13.1702,10.9,2.3
17:03.9,42.8595,13.0905,11.9,2
48:48.2,42.9263,13.2468,8.7,2.4
49:54.8,42.9712,13.1273,10.1,2.4
53:10.2,42.6602,13.1802,12.3,2
04:37.7,42.941,13.1358,10.5,2.1
05:35.8,42.5787,13.254,13.2,2.3
10:09.3,42.7453,13.1562,9.7,2
15:00.6,42.7072,13.2248,11.7,2.2
27:23.5,42.8133,13.1218,9.8,2.1
31:12.8,43.0105,13.071,9.7,2.5
32:08.9,42.9703,13.1613,10.8,2.5
33:00.5,43.0247,13.0952,8.8,2.4
36:59.3,42.8473,13.1513,9.5,2.4
37:48.2,42.9767,13.1508,8.6,2.4
43:48.8,42.9095,13.1023,10.9,2.4
06:59.4,42.8967,13.1895,8.4,2.1
17:35.5,42.8373,13.106,10.8,2.1
49:50.5,43.0078,13.0657,9,2.1
59:38.2,42.9793,13.1445,8.9,2.2
13:40.0,43.1223,13.065,10.1,2.3
14:27.3,42.8142,13.1593,9.5,2
55:27.1,42.8753,13.1322,12.2,2.1
59:10.5,42.9473,13.1262,10.8,2.2
00:41.0,42.7043,13.2857,10.3,2.2
04:07.9,42.9013,13.1755,8.3,3.2
31:19.4,42.6765,13.1628,11.2,2.5
32:43.2,42.9997,13.0777,9.5,2
35:04.9,42.8948,13.172,10.3,2
38:37.6,43.0057,13.0757,9.4,2
57:09.8,42.7637,13.2443,12.2,2.4
29:31.6,43.033,13.1075,9.4,2.2
45:38.2,43.0302,13.0617,9.1,2.2
51:13.7,42.9702,13.0942,10.2,2.5
03:59.7,42.4515,13.2322,10.9,2.1
11:29.4,42.4533,13.2262,11.1,2.2
20:06.7,42.8145,12.7672,9.6,3.1
41:26.3,42.8858,13.139,10.1,2
53:30.4,43.01,13.1092,9.5,2
07:53.5,43.0217,13.1017,9.8,2
34:11.7,42.9968,13.1352,9.2,3.9
35:34.6,43.0138,13.1378,5.8,2.7
39:58.1,43.0117,13.1422,7.9,2
50:53.9,42.9722,13.0942,9.7,2.4
58:58.4,42.7485,13.1842,10.7,2.5
59:18.8,42.995,13.1407,8.4,3.7
17:44.2,42.9562,13.1125,5,2
25:17.9,42.911,13.19,9.8,2
26:02.2,42.8802,13.2138,8.7,2.2
27:19.1,42.9233,13.0542,11,2
37:36.9,42.9923,13.1318,8.7,2
38:16.5,42.9792,13.1322,3,2.2
44:47.2,42.8963,13.168,14.5,2
03:24.8,42.7812,13.1698,10.8,2.1
05:30.4,43.0697,13.0928,7.3,2.3
11:40.8,42.7625,13.1957,10.3,2.4
15:38.9,42.8548,13.238,10.1,2.3
43:33.8,42.7227,13.2092,10.1,4.1
52:59.6,43.0037,13.097,8.6,2.5
13:42.5,42.7242,13.222,10.5,2.3
38:22.3,42.8963,13.1738,11,2.2
51:20.1,42.8902,13.1902,11,2.6
52:30.7,42.8498,13.2048,9.2,2.4
53:57.7,42.886,13.1882,10.2,2.3
16:41.0,42.7167,13.2565,10.9,2.1
30:34.8,42.4487,13.2417,11.1,2.2
33:26.8,42.792,13.1585,8.7,2
41:26.1,42.8917,13.1923,10.9,2.2
46:38.8,42.8648,13.3512,21,2.2
02:57.2,42.9403,13.1388,9.4,2.2
14:47.7,42.9515,13.1357,8.6,2.5
15:30.6,42.8082,13.129,10.4,2.8
19:28.5,43.0112,13.0727,9.7,2.5
33:06.8,43.0093,13.0802,8.9,2.3
59:25.7,42.7518,13.1978,10.2,2.1
01:51.1,43.014,13.1348,9.2,2.1
06:52.3,42.8987,13.0562,9.5,2
12:09.1,42.718,13.2202,9.9,2
18:55.5,42.9912,13.1482,9.4,2.5
20:44.8,42.4533,13.2463,11.7,2.3
32:40.4,42.937,13.2045,8.3,3
34:14.4,42.9857,13.038,7,2.4
35:57.3,42.7312,13.2148,9.5,2.1
44:43.0,42.4517,13.2427,11.3,2.1
45:21.5,43.0458,13.0698,12.7,2.5
49:15.9,42.7763,13.1898,10.8,2.1
50:27.0,42.7202,13.2138,13.2,2.2
57:33.7,42.6918,13.175,11.3,2.1
04:08.0,42.8053,13.3927,10,2.2
18:30.3,43.0313,13.067,9.4,3.2
27:49.5,42.4593,13.2358,11,2.1
45:50.2,43.0273,13.0827,7.5,2.1
07:48.5,42.7148,13.2167,9.9,2
09:14.7,42.8147,13.436,10.5,2.1
15:02.5,42.7072,13.1602,12.4,2.1
18:03.4,42.82,13.4308,11.1,2.4
29:24.7,42.7975,13.2058,9.2,2.8
45:29.3,42.6648,13.2072,12.3,2.3
03:39.4,42.7885,13.2292,8.6,2
07:47.1,42.8703,13.1605,11.2,2.2
09:42.8,42.7243,13.2157,9,2
37:30.6,42.4765,13.2452,11.7,2.1
07:13.7,42.7425,13.1788,10,2
32:23.6,42.796,13.1385,9.8,3.9
43:32.3,42.69,13.1543,11.8,2.1
51:10.6,42.9157,13.2095,8.2,3.2
10:02.5,42.7608,13.0613,10.4,2.7
11:10.1,42.8128,13.1283,11.1,2
19:38.0,42.8167,13.0952,10.8,3.2
27:01.2,42.4453,13.241,10.7,2.8
40:23.3,42.8745,12.9502,10.5,2.1
42:48.5,42.6572,13.1828,11.3,2.5
55:36.4,42.8192,13.0977,11,3.1
05:44.3,42.4485,13.2395,11,2.2
17:05.5,42.4462,13.2405,11.8,2.6
20:47.3,42.8197,13.0445,9.9,2.3
24:30.1,42.9853,13.1375,6.9,2.4
32:16.0,42.92,13.2118,6.8,2.3
39:06.9,42.4505,13.2415,11.2,2.1
40:09.7,42.5407,13.1627,16.3,2
43:29.1,42.8108,13.084,10.9,2.7
02:01.4,42.9758,13.0697,10.8,2.3
32:30.0,42.4468,13.2402,11.1,2.2
44:54.0,42.6938,13.1722,9.6,2.3
06:21.4,42.8898,13.0292,10.5,2
12:40.8,42.8462,13.2035,13.1,2
41:18.2,42.6397,13.2428,12.4,2.2
55:46.7,42.813,13.1418,10.4,2.8
05:46.9,43.0478,13.1087,6.9,2.4
13:01.9,42.6368,13.2333,11,2.3
15:52.8,42.545,13.2343,10.5,3.3
18:15.4,42.4492,13.2422,11.2,2.3
19:46.9,42.4438,13.2442,11.8,2.2
26:58.5,42.8147,12.7587,9.7,2.6
40:31.8,42.449,13.2403,11.3,2.4
01:10.4,42.8512,13.2013,10.8,2.3
42:15.8,42.8232,13.1408,10.5,2.2
38:57.2,42.9278,13.1708,9.7,2.1
56:14.0,42.9898,13.042,9,2.9
32:19.9,43.009,13.0788,9.5,2.3
44:33.3,42.697,13.2108,10.7,2
08:54.2,42.9072,13.1658,8.6,2.5
09:41.3,42.9903,13.0428,6.7,2.2
10:27.2,42.4422,13.2487,10.8,2
25:14.1,42.985,13.0398,8.2,2
37:16.7,42.7347,13.1775,10.5,2
48:40.3,42.7718,13.1593,11.7,2
55:57.7,42.7957,13.1618,9.2,2
13:15.8,43.0213,13.0963,8.1,2
15:27.1,42.6762,13.2085,11,2.4
19:13.5,43.0233,13.0727,8.9,2.4
46:46.4,42.7013,13.1635,11,2
49:22.8,43.0312,13.0722,8.9,2.5
52:52.1,42.9465,13.1332,8.8,2.4
55:41.9,43.0083,13.1437,7.4,2
03:34.8,42.9478,13.1375,10,2.2
18:32.1,42.9107,12.9868,10.3,2.2
24:37.4,43.0068,13.0768,8.8,2.2
35:07.6,42.9882,13.0388,8.2,2.7
36:29.9,42.9875,13.0407,8.6,2.1
44:56.0,42.8408,13.1805,12.5,2.3
55:38.3,42.9942,13.0428,8.3,2.7
55:58.5,42.7237,13.2117,10.4,2
57:29.0,43.0213,13.0472,7,2.1
12:41.9,42.4532,13.2372,11.8,2.3
13:04.5,42.9418,13.2167,7.9,2.7
14:50.8,42.9407,13.2183,8.2,2.3
15:43.2,42.9875,13.0427,6.9,2.2
18:37.9,43.0407,13.0623,13.2,3
13:22.9,42.7857,13.042,10.5,2.9
53:54.3,42.7223,13.2158,9.5,3.3
58:50.9,43.0058,13.0828,9,2.3
15:29.9,42.9843,13.0478,4.3,2.3
15:56.3,42.7038,12.9718,10.9,2.3
27:30.3,42.8353,13.1327,9.7,2.4
39:09.7,42.9163,13.0507,10.2,2.3
45:08.5,42.8073,13.1353,10.3,2.4
18:59.5,42.9647,13.0503,7.5,2.9
21:29.8,43.0623,13.0757,9.4,2
25:46.8,42.9822,13.0427,7.3,2.5
32:32.1,43.0372,13.0757,8,2.2
39:54.1,42.9447,13.2057,8.9,2.3
40:37.9,43.0277,13.0828,9,2.3
49:19.0,42.9822,13.148,8.7,2.5
56:21.3,42.8882,13.2083,9.7,2.1
03:29.6,42.7142,13.224,10.8,2.2
11:56.4,42.8967,13.1795,10.4,2.5
19:48.8,43.0122,13.1115,8,2
31:04.2,42.9667,13.0667,9.2,2
43:46.2,42.6688,13.1815,10.9,2
02:32.9,42.7268,13.2185,9.7,2.3
03:41.6,42.7308,13.2168,10.3,2.2
10:39.0,42.983,13.1172,9.5,2.2
30:06.4,42.9797,13.1088,9.3,2.2
49:02.2,43.0698,13.0598,9,2.1
59:52.6,42.7298,13.1958,10.8,2.4
17:58.2,42.6352,13.2222,12.4,2.1
28:47.1,42.6698,13.2012,11.4,2.1
36:58.1,42.6897,13.2007,10,2.3
59:56.9,42.9155,13.147,8.3,2.1
43:07.0,42.4423,13.2433,11.4,2.5
01:04.0,42.5958,13.2328,12,2.3
37:22.3,43.0672,13.0683,9.7,2.1
02:10.2,42.4453,13.2447,11.1,2.6
22:35.6,42.8257,13.2253,12.2,2
30:10.6,42.6553,13.3177,12.1,2.8
35:30.8,42.4483,13.2435,11.3,2.1
10:27.0,43.0037,13.1053,2.7,2.1
11:25.3,42.7967,13.2135,12.8,2.6
05:02.0,42.4585,13.2407,9.8,2.5
14:40.8,42.9603,13.1505,9.2,2.1
20:31.7,42.9828,13.0428,6.6,2
28:54.5,42.6608,13.2362,12.2,2.2
29:32.3,42.463,13.2133,9.4,2.3
44:00.5,43.061,13.0858,7.6,2.3
01:51.9,42.9502,13.0858,9.1,3.2
30:52.5,42.8722,13.2278,10.3,2.1
52:16.4,42.8143,13.1833,9.8,2.8
07:10.5,42.7545,13.2552,11,2.1
13:17.8,43.0102,13.0752,9.9,2
26:32.8,43.0128,13.0817,8.8,2.5
32:38.3,42.8648,13.163,10.9,2.2
33:43.9,42.8602,13.1577,11,4
40:09.8,42.8553,13.172,9.6,2.2
06:21.2,42.9403,13.2192,8,2
24:06.0,42.8642,13.1553,11,2
29:12.2,42.9473,13.0437,11,2.1
37:17.9,42.8618,13.1673,10.8,2.9
39:03.1,42.8698,13.152,10.7,2
59:26.4,42.8585,13.163,10.4,2.3
09:52.0,42.9308,13.1967,8.2,2.1
14:30.4,42.6842,13.1745,10.9,2
25:23.2,42.8617,13.1602,11.6,2
31:13.5,42.8802,13.038,9.4,2.2
42:10.1,42.5863,13.2392,11,2.4
47:10.5,41.6803,13.3712,9.4,2.3
53:11.7,42.7328,13.2265,14,2
11:22.9,42.9238,13.0358,10.7,2.5
13:07.6,42.8622,13.2332,9.8,2
27:44.9,43.002,13.1167,8.5,2.3
50:05.3,42.737,13.1917,9.8,2.3
57:31.0,42.8347,13.2238,13.3,2
02:33.3,42.7665,13.1808,10.1,2.3
09:40.1,42.9332,13.2183,9,2.4
11:00.3,42.9175,13.1427,8.5,2.3
32:42.5,43.0118,13.0653,8,3.1
47:32.0,42.8595,13.1597,11.1,2.7
52:59.2,42.7742,13.0667,10.1,2.8
55:06.5,42.8102,13.1412,8.4,2.1
01:04.9,42.8702,13.1513,10.1,2.7
02:09.6,42.8695,13.1542,10.8,2.4
21:16.6,42.8313,13.1833,11.2,2
29:45.1,42.8825,13.1212,9.2,2
42:15.7,42.7578,13.18,5.7,2.4
01:14.7,42.717,13.2683,13.1,2.4
03:43.5,42.8578,13.1585,11.1,2.3
09:55.3,42.8708,13.1577,10.7,2
10:46.6,42.87,13.2417,11.7,2.2
17:57.5,42.998,13.041,7.8,2.3
22:40.7,42.8742,13.2262,10.7,2
11:23.8,42.6962,13.3245,10.5,2.3
12:23.9,42.6612,13.2097,11.1,2.1
33:27.6,42.8695,13.0157,11.3,2.3
39:29.0,43.0083,13.073,9,2.6
39:58.6,42.8735,13.0893,8.3,2.7
05:06.8,43.0073,13.0702,9.7,2.1
07:54.9,42.8098,13.1448,10.2,2
12:39.1,42.9937,13.0818,9.9,2.5
16:12.2,42.9085,13.1878,9.4,2
19:30.0,42.7747,13.1723,10,2.1
30:46.7,42.8107,13.1982,13,2
45:35.6,42.8672,13.1545,11,2
49:59.2,43.0123,13.0675,9.3,2.4
03:38.5,42.8642,13.1643,11.1,2.5
16:18.9,42.6653,13.2165,14,2.1
34:13.7,43.0548,13.0823,10,2
35:37.1,42.9677,13.1183,8.6,2.6
06:00.4,42.8348,13.1177,10.3,2.1
18:55.0,42.853,13.1648,10.5,2
27:44.4,42.6382,13.2975,10.3,2
31:35.4,42.863,13.1677,11.1,2
05:42.6,43.0125,13.0822,8.8,2.2
17:07.1,42.7702,13.0653,10.8,2
37:24.5,42.6372,13.301,9.9,2
04:15.2,42.7168,13.2257,11,2
05:38.6,43.0062,13.1437,9.6,2.2
44:59.6,42.851,13.0333,9.8,2.1
48:31.9,43.0205,13.0908,9,2.3
09:57.7,43.0257,13.096,8.9,2.6
25:13.0,42.9847,13.0582,9.8,3.1
29:54.3,42.9075,12.9718,11.6,2
42:21.8,42.9845,13.0615,9.6,2.2
30:17.8,42.8577,13.1642,11,2.4
34:19.6,42.8607,13.1627,11,3
35:52.3,42.8588,13.1653,11,2.3
02:23.9,42.8993,13.0478,9.9,2.3
18:51.6,42.8633,13.0837,10.1,2
21:08.5,42.9145,13.1283,8.8,2.1
33:25.3,42.9233,13.2268,8.8,2.2
37:10.2,43.0417,13.065,10.1,2.5
47:43.5,42.8857,13.3442,21.4,2.2
51:24.6,43.0637,13.0625,9.9,2.1
02:04.3,43.0437,13.0638,10.2,2.1
09:45.8,42.6483,13.3145,8.9,2.3
38:38.8,42.9337,13.1707,9.5,2.5
41:39.6,42.9432,13.1493,10.4,2.3
16:01.9,42.916,13.112,11,2.3
16:58.2,42.9068,13.1803,9.5,2.2
58:15.1,42.9453,13.15,10.3,2.4
05:50.4,42.8678,13.1668,10.6,2
22:57.7,43.045,13.0625,9.9,2.7
40:37.1,42.7912,13.2017,8.7,2.4
42:15.3,42.7783,13.1623,10.2,2.5
49:52.1,42.9413,13.1523,10.1,3.9
55:46.8,42.9428,13.163,10.9,2.2
03:01.1,43.0663,13.0882,9.2,2
16:01.2,42.7085,13.188,8.1,2
24:37.0,42.9432,13.1542,11.8,2.3
40:22.3,42.8108,13.1273,10.5,2.2
43:31.9,42.7072,13.21,11.5,2
49:03.1,42.7757,13.1523,11.9,2.2
22:33.2,42.8663,13.0772,11.2,2.3
37:11.5,42.7147,13.1303,10.8,3
39:27.3,43.0568,13.0953,8.6,2.3
34:26.5,42.9463,13.1602,10.9,2.6
28:31.2,43.0048,13.1278,9.4,2.1
38:02.3,43.1863,13.159,9.3,3.1
11:23.2,42.8122,13.1007,10.9,2.3
57:40.6,42.9472,13.2398,9.1,2.2
04:51.8,42.8743,13.0492,10.1,2
31:46.3,42.744,13.2493,10.8,2
47:43.0,42.8335,13.2275,13.8,2.1
10:55.7,42.9398,13.1973,8.5,2.7
54:36.2,42.959,13.1517,10.8,2.1
03:48.2,42.7753,13.1782,9.5,2.1
05:44.2,42.8667,13.0788,10.1,2.1
26:01.4,42.9143,13.1537,9.2,2.6
40:16.8,42.8668,13.2368,10.7,2.4
40:55.8,43.0433,13.0627,10,2.4
42:01.8,42.911,13.219,9.6,2.2
44:43.0,42.6382,13.2998,10.7,2.6
55:23.0,42.7297,13.2703,12.7,2.6
11:13.6,43.0057,13.0757,9.2,2
34:02.3,43.0118,13.0942,8.4,2.2
38:20.9,42.8207,13.0752,9.5,2.1
11:10.2,42.6853,13.3167,10,2
30:54.2,43.0575,13.0872,9.3,2.3
35:19.8,42.9388,13.1587,10.2,2
59:30.7,42.8685,13.1613,11.3,2.2
03:54.2,42.9052,13.1772,9.1,2
09:43.1,43.0613,13.0873,8.7,2.4
12:05.4,42.6428,13.301,10.4,2.2
41:40.0,43.0177,13.1053,9.4,2
51:57.4,42.9292,13.1392,10.2,2.4
11:47.7,43.0623,13.0688,8.7,2.7
13:41.8,43.0777,13.0822,8.7,2.1
14:47.4,42.7835,13.2065,9.7,2
22:54.8,42.784,13.1712,9.8,2.2
24:01.3,42.9903,13.147,9.3,2
43:15.6,42.6233,13.2662,12.4,2.3
45:53.6,42.8718,13.1348,9.1,2
46:46.8,42.9063,13.1107,10,2.1
51:08.4,42.9157,13.1783,10.1,2.3
52:01.4,42.7333,13.1433,10.4,2.1
56:46.6,43.006,13.1332,8,2
57:54.4,42.9582,13.1523,9.3,2.1
00:56.2,43.0203,13.08,9.3,2
23:42.6,42.9433,13.1267,10.3,2.4
24:13.5,42.9558,13.1527,10.8,2.3
34:12.8,42.9128,13.0347,10.6,2
56:58.5,42.9623,13.1427,7.9,2.2
08:31.1,43.0637,13.085,9.9,2
18:35.3,42.9342,13.1652,9.1,2
21:28.8,42.7333,13.1843,8.8,2
23:43.7,42.9153,13.0347,10.9,2
31:29.5,42.8062,13.2477,9.5,2
33:52.3,42.8147,13.1687,9.9,2
00:52.4,43.0113,13.0862,9,2.7
20:57.3,42.7318,13.1887,11.2,2.2
26:32.2,43.022,13.1428,9.1,2
37:32.3,42.9223,13.1662,19.8,2.1
18:49.8,42.9175,13.1503,9.5,2.1
41:23.8,42.8722,13.1498,11.6,2.1
45:48.5,42.6275,13.2627,12.1,2.4
46:03.4,42.7513,13.0693,10.2,2
52:16.4,43.055,13.0852,5.7,2.1
04:36.4,43.032,13.0747,8.7,3
08:48.1,42.8823,13.1757,8.4,2.1
09:20.7,42.8372,13.2285,13.9,2.2
13:01.2,42.934,13.0407,10.9,2
15:21.9,42.6912,13.2312,11.6,2.1
15:45.7,43.036,13.0793,8.3,2.7
17:46.7,42.8318,13.231,13.2,2.3
44:36.3,42.8462,13.1038,12,2.8
46:02.2,43.0372,13.0768,7.3,2
30:58.2,43.0297,13.0778,8.9,3.2
33:04.9,42.9772,13.146,9,2.2
33:16.0,42.9857,13.1578,7.2,3.1
03:31.5,42.943,13.1563,9.6,2.1
35:43.2,42.767,13.1518,9.8,2.8
49:36.9,42.6212,13.2502,10.8,2.3
04:44.5,42.7427,13.2288,12.7,2.2
57:52.5,42.7502,13.2123,9.9,3.3
59:27.9,42.7922,13.2628,12.6,2.3
53:33.2,42.8887,13.1888,11.1,2.1
57:29.1,43.062,13.0693,10,2
43:10.7,42.8772,13.1632,10.8,2.1
44:50.5,42.8052,13.1492,10.2,2.1
52:26.4,42.7972,13.1503,10.2,2.1
08:09.9,43.0098,13.067,9.2,2.2
35:56.2,42.7553,13.1903,10,2.1
39:14.8,42.8882,13.1647,8.4,3
00:21.1,42.9458,13.2037,8.9,2.4
25:07.9,42.6555,13.1955,11.9,2.1
32:29.8,42.8192,13.0753,9.3,2.4
00:13.0,43.0823,13.0753,8.9,2.1
21:40.6,43.0308,13.0135,8.2,2.4
16:24.6,42.803,13.1087,10.5,2.1
28:10.1,42.9648,13.0913,10.4,2.4
56:48.7,42.8898,13.212,8.1,2
18:24.3,42.6842,13.221,11.4,2.1
22:31.0,43.0307,13.0827,6.4,2
55:58.1,42.7323,13.1597,10,2.2
01:42.8,42.6257,13.2527,12.4,2.2
02:21.8,42.8887,13.0708,9.7,2
14:04.0,42.9928,13.1465,7.5,2.2
40:26.1,43.0733,13.0748,8.9,2.1
44:50.9,42.9653,13.1502,8.3,2.3
13:28.3,42.6665,13.196,11.5,2.1
31:56.0,43.0575,13.0718,9.3,2
41:02.1,43.0382,13.1068,7.9,3
44:08.2,42.7058,13.1528,11.1,2.6
03:31.6,43.0355,13.0963,8.1,2.4
34:42.2,42.9278,13.2283,7.6,2.9
00:23.7,42.6463,13.2493,10,2.6
13:56.3,42.8713,13.1757,8,2.5
50:12.1,42.9212,13.1263,9,2.4
52:22.8,42.8033,13.1328,8.7,3.9
59:36.8,43.0347,13.1015,7.6,3.2
17:36.0,42.7512,13.2237,13.3,2.2
34:55.0,43.0327,13.0497,9.7,2
21:59.3,42.9273,13.2172,7.1,2.1
24:41.8,42.9385,13.2168,9.1,2.7
37:15.5,42.8042,13.138,10.4,2.5
43:44.6,42.9063,13.1545,15.9,2
33:46.8,42.8088,13.1435,10.7,2
37:54.3,43.0683,13.0882,9.1,2
50:04.6,42.8107,13.1397,11.1,2
04:22.3,43.0392,13.1003,9.2,3
06:05.1,42.9122,13.156,8.6,2.1
08:09.7,42.7493,13.1913,10.5,2.3
36:07.6,43.0342,13.1073,9.1,2.5
01:06.2,43.0365,13.106,9.1,2.1
05:44.6,42.7608,13.0707,9.8,2.2
29:00.3,43.0398,13.0975,9.1,2.2
33:12.0,43.0417,13.0988,9.8,2.5
41:56.3,42.9882,13.032,6.8,2.1
12:17.7,42.8553,13.066,11.1,2.1
