Time,Latitude,Longitude,Depth/Km,Magnitude
14:36.2,43.026,13.0797,11.2,2.7
16:42.4,42.7902,13.2668,6.3,2
23:02.9,42.9193,13.2063,9.5,2
26:39.4,42.7327,13.2587,9.3,2.3
30:37.8,43.0317,13.1027,7.9,2.7
35:40.2,42.8068,13.1147,9.9,2
38:43.3,42.7507,13.1223,10.2,2.6
39:26.9,43.0633,13.1053,20.2,2.4
40:54.1,42.7072,13.2318,10.7,2.4
42:50.4,42.7472,13.2043,10.4,2.7
44:17.4,43.0133,13.1378,8.1,2.6
44:57.7,43.0042,13.1348,7.2,2
54:15.9,42.7645,13.1553,11.8,2.7
00:17.0,42.8062,13.1137,10.7,2.2
02:08.7,42.8987,13.1483,11.1,2.3
03:51.5,42.871,13.0562,10,2.1
05:52.9,42.8592,13.2107,8.2,2.7
06:57.2,42.6868,13.2257,12.4,2.2
12:09.7,42.9868,13.1248,5.8,2.4
14:20.7,42.9408,13.1512,10.1,2.2
15:33.7,42.867,13.0292,10.4,2
17:43.6,42.7302,13.1998,10.8,2.3
18:37.9,42.7277,13.2683,12.9,2.1
18:56.2,42.8882,13.216,8.2,2.5
22:41.4,42.7758,13.1142,10.1,2
23:23.9,42.885,13.075,12,2.1
36:05.5,43.0085,13.1428,9.4,3.6
43:33.3,43.0138,13.14,8.2,3.2
45:47.6,43.0142,13.1407,8.2,2.2
56:17.5,42.9272,13.015,11,2.1
56:40.1,42.8597,13.1888,10.2,2.3
00:22.9,42.8015,13.1178,10.7,2.1
08:44.5,42.6263,13.2857,8.2,2.4
16:15.5,42.7452,13.1192,8.5,2.4
16:55.7,42.871,13.1807,10.7,2.1
21:17.1,42.9862,13.0827,13.9,2.1
22:13.6,42.6962,13.1533,11.5,2.2
25:20.0,42.9598,13.1192,8.9,2.2
27:14.9,42.9348,13.2132,9,2.2
32:50.8,42.9018,13.0487,9.7,3.1
35:51.6,42.8505,13.2252,8.5,2.2
36:54.3,42.8117,13.0947,10.3,2.2
42:11.4,43.0525,13.097,9.2,2.3
44:42.3,42.8998,13.1903,7,2.1
45:29.4,42.9383,13.1565,9.6,2
56:39.6,42.9995,13.1583,9.9,4.8
00:22.9,43.0098,13.1503,9.8,3.2
01:26.6,43.0077,13.1338,7.6,3.3
03:08.3,42.6388,13.1753,15.7,2.5
04:31.9,42.961,13.1783,8.2,2.8
05:52.9,42.8008,13.0962,10.3,2.2
07:24.2,42.9912,13.1492,9.6,3.5
11:03.5,42.951,13.1827,9.3,2.1
14:38.2,42.9797,13.1615,9.3,2.1
18:33.6,43.034,13.0807,3.9,2
21:32.1,42.7955,13.1722,14.6,2.1
23:38.9,42.7727,13.1455,10.6,2.2
36:16.1,42.7842,13.1378,14.8,2
38:21.4,42.8712,13.2023,8.6,2.7
39:42.8,42.747,13.1118,14.4,2
42:51.1,42.9473,13.1748,8.8,2.2
46:37.6,42.9108,13.1237,8.8,2.1
48:29.0,42.8172,13.0807,10.8,2.8
51:33.8,42.9472,13.1758,9.5,2.3
54:03.4,42.8157,13.0897,10.1,2.4
58:20.3,42.8425,13.0575,9.6,2.3
06:35.1,43.018,13.1462,8.6,2
09:37.3,42.7365,13.2063,9.9,2.5
10:24.9,42.7302,13.1783,7.4,2.2
11:42.5,43.0102,13.1187,8.9,2.3
17:27.5,42.597,13.2377,10.9,2.4
19:56.9,42.7702,13.1835,10.2,2.1
22:10.9,42.8527,13.2188,9.9,2.6
27:18.6,42.8212,13.1397,11.1,2.5
34:12.2,42.7467,13.2032,9.7,2.2
37:13.8,42.7213,13.2648,11.3,2.3
44:41.0,42.8095,13.1253,11.1,2
49:52.7,42.7812,13.126,11.1,2
51:44.2,42.7905,13.1118,10.2,2.6
55:31.4,42.909,13.3385,23.8,2
01:57.5,42.8582,13.1245,14.4,2.6
08:44.4,42.8048,13.286,9.8,2.2
09:53.8,42.8213,13.063,10.1,2.2
15:40.8,42.7713,13.1348,11.1,2.5
16:03.0,42.7025,13.2298,12.1,2.7
18:52.6,42.8373,13.0573,10.1,2.3
22:44.3,42.8117,13.1532,9.9,2.2
24:43.1,43.0402,13.0968,8.4,2.4
28:30.4,42.804,13.0342,10.3,2.1
31:54.0,42.7968,13.1435,10,2.8
34:23.1,42.8897,13.1333,10.9,2.5
46:22.4,42.7628,13.1875,11.1,2.2
00:28.3,42.8705,13.1187,7.5,2.4
02:31.4,42.8722,13.1287,9.7,2.6
09:48.7,42.7748,13.0848,10.8,2
12:14.3,42.942,13.2075,9.3,2.2
13:15.2,42.7968,13.1453,10.7,2.4
22:23.8,42.7958,13.1073,10.7,2.1
29:43.8,42.9628,13.174,8.9,2.1
32:43.5,42.7342,13.2063,11.7,3.2
34:42.5,42.6058,13.2303,11,2
38:02.6,42.9487,13.1357,8.5,2.6
40:40.1,42.8573,13.0407,10,2.8
41:51.5,42.6858,13.1525,13.2,3.2
54:26.6,42.8002,13.1862,8.9,3
56:55.0,42.7633,13.1393,17.8,2
00:53.2,42.703,13.186,11.6,2
04:34.8,42.9158,13.1403,10.3,2.6
11:22.3,42.8222,13.1645,8.6,2.3
12:36.0,42.9308,13.2072,8.9,2.1
16:04.2,42.8062,13.118,10.5,2.4
16:54.7,42.7742,13.1697,9.7,2.4
18:23.7,42.701,13.215,11.1,2.3
18:50.2,42.8948,13.1405,8.9,2
21:13.1,42.8288,13.1713,10,2
26:17.6,42.7998,13.1798,9.6,2.1
31:51.1,42.7998,13.1248,10.3,2.2
34:10.6,42.8168,13.0482,9.9,2.1
36:45.8,42.8618,13.0162,11.2,2
37:22.8,42.8517,13.0382,10.3,2
39:10.6,42.7272,13.0273,10.5,2.6
40:13.7,42.8378,13.0468,10.7,2.4
42:20.3,42.8683,13.0638,9.7,2.2
47:48.4,42.8008,13.0995,10.8,2.1
49:59.6,42.8947,13.1942,7.4,2.5
54:30.2,42.7132,13.2117,9.4,2.7
11:00.0,42.7273,13.1727,10,2.5
11:52.6,42.9015,13.159,9.1,3
13:47.3,42.8238,13.2947,10.2,2
15:37.6,42.7733,13.1788,10,2
25:19.3,42.7383,13.191,9.8,2.5
33:01.3,42.8993,13.0398,10.1,2.9
34:00.1,42.8067,13.133,10.9,2.7
35:58.1,42.9045,13.202,9.2,2.7
38:06.1,42.9077,13.1403,11,2
39:10.0,42.9698,13.1497,2.2,2.2
41:52.2,42.74,13.24,10.5,2.1
46:04.6,42.9132,13.2022,9,2.2
50:43.3,42.9313,13.177,15.3,2.1
53:26.6,42.8918,13.0148,10.7,2
59:23.8,42.8102,13.2042,9.6,2.1
18:31.2,42.9128,13.1377,9.3,2.1
31:06.3,42.7677,13.1427,10.1,2.2
33:46.4,42.8592,13.0438,10.1,2.3
38:08.8,42.8847,13.0877,10.7,2.1
39:10.4,42.7853,13.1602,9.6,2.1
40:33.0,42.7423,13.2003,10.2,2.4
43:24.0,42.787,13.1332,11.1,2
45:16.6,42.8528,13.1473,10.7,2.6
49:12.0,42.6833,13.198,13,2.1
54:19.2,42.9858,13.1305,9.2,2.9
55:58.1,42.8285,13.0587,10.7,2.4
00:24.6,42.7148,13.2107,13.3,2.1
03:31.2,43.0577,13.075,9.3,2.6
05:30.5,42.9078,13.2052,8.9,2.4
09:10.8,42.8543,13.0435,9.4,2.3
09:33.9,42.7802,13.2127,9.9,2.6
13:43.5,42.9047,13.1693,8.9,3.6
20:22.9,42.9027,13.1668,7.3,2
28:56.9,42.8112,13.0977,9.3,2.4
30:03.0,42.723,13.2107,10.2,2.6
31:02.1,42.824,13.0037,9.8,2
37:18.2,42.8013,13.1388,10.2,2.1
44:13.8,42.9267,13.0258,10.9,2.1
46:11.9,42.8583,13.0447,10,3
53:39.1,42.7348,13.1457,9.5,2.4
54:42.3,42.7427,13.2748,8.5,2.1
00:50.2,42.8042,13.1308,10.7,2.3
00:59.4,42.7948,13.1053,11.6,3.3
08:32.3,42.8992,13.1542,9,2
08:58.3,42.8283,13.0612,11.1,2.3
13:24.5,42.9143,13.2332,10.6,2.1
13:53.3,42.8172,13.1302,12.5,2.3
15:38.1,42.8503,13.0995,9.8,2.4
24:47.0,42.982,13.1435,8.7,2.1
29:55.9,42.8928,13.0492,10.3,2.5
30:30.4,42.9328,13.2082,9.2,3.2
33:50.6,42.9152,13.1415,8.6,2.5
39:49.5,42.7547,13.123,7.5,2.4
42:07.4,42.8852,13.027,10.5,2.2
43:31.6,42.77,13.1552,13.3,2.6
44:18.4,42.7912,13.0787,10.4,2.6
52:35.5,42.7005,13.1522,13.5,2.2
02:40.0,42.7253,13.2003,10.5,2
04:34.6,42.8802,13.0763,11.3,3.1
05:34.4,42.8017,13.0993,10.7,3.3
06:59.8,42.8067,13.0992,13,2.1
10:57.2,42.9777,13.1752,9.7,2.2
24:25.5,42.8307,13.0922,11.1,2.2
27:52.9,42.7152,13.2648,12.8,2
28:19.2,42.7143,13.1883,8.7,2.3
30:57.5,42.9178,13.222,10.5,2.3
31:48.3,42.7658,13.2218,12.6,2.6
32:49.6,42.8838,13.0697,10.3,2.5
36:19.7,42.832,13.0558,10.2,2.4
37:05.8,42.7503,13.2662,11.5,2.3
59:13.0,42.8057,13.1353,10.2,3.5
02:54.1,42.8117,13.1273,10.8,3.8
03:07.6,42.8023,13.1598,9.2,3.9
06:22.1,42.8965,13.3172,24.4,3.2
12:23.0,42.9705,13.1823,9.3,2.1
27:22.0,42.5923,13.2298,13.8,2.3
28:25.9,42.7943,13.1222,10.4,2.8
35:37.7,42.7823,13.1348,10.6,2.1
44:31.7,42.8893,13.0763,9.6,2.1
47:50.9,42.7288,13.2203,10,3.4
49:51.2,42.9153,13.18,10.6,2.2
58:08.0,42.7992,13.1398,10.5,2
03:20.5,42.8013,13.032,10.3,3.7
06:10.7,42.7687,13.1447,11.1,2.3
08:54.2,42.981,13.1225,9.6,2.3
10:52.1,42.7585,13.1393,11.4,2.2
17:01.9,42.9195,13.0552,11.5,2
19:38.1,42.7432,13.3323,12.9,2
20:31.0,42.7948,13.1907,10.1,2.2
21:15.2,42.8712,13.0522,10.4,2.2
28:54.8,42.7332,13.2092,10.9,2.5
30:02.1,42.8423,13.0343,10.9,2.4
43:08.0,42.6808,13.2122,13.3,2.4
46:55.6,42.7507,13.1887,10.2,2.3
57:55.3,42.7922,13.1443,10.8,2.3
13:52.1,42.9062,13.2083,7.9,2.1
14:31.3,42.8903,13.0408,10.7,2
15:31.9,42.8382,13.1105,10.5,2.1
23:57.1,42.7457,13.1537,16.9,2
25:30.5,42.9252,13.1407,9.3,2.1
26:14.5,42.9168,13.1978,10.8,2.1
37:07.2,42.7637,13.1572,10,2.4
38:20.8,42.92,13.2017,9,3.1
46:26.3,43.0148,13.1383,9.7,3.1
49:48.0,42.6782,13.1913,13.7,2.2
56:09.4,42.8477,13.0603,10.9,2.1
04:43.9,42.9332,13.109,10,2.5
06:48.1,43.0497,13.0877,5.9,2
07:48.1,42.8075,12.954,10.8,2.3
11:46.0,42.7228,13.2222,12.4,2.2
16:50.0,42.8337,13.1057,10,2.2
17:33.5,42.6778,13.2293,13,2.2
25:04.0,42.8423,13.0725,11.4,2
27:23.7,42.8615,13.2382,10.3,2
40:04.5,42.7128,13.1477,11.2,2.3
41:35.7,42.756,13.2713,14.2,2
42:34.4,42.7753,13.1732,11,2.1
54:20.6,42.9058,13.1113,11,2.1
02:18.4,42.6463,13.3193,4.9,2.8
03:34.9,42.7648,13.1668,11,2.5
06:06.6,42.8125,13.1137,10.6,2.1
07:39.9,42.8052,13.1432,10.6,2.3
22:04.8,42.8207,13.2547,20.7,2.2
29:53.9,42.8615,13.1897,10.5,2
32:38.7,42.6892,13.231,12.5,2.1
36:18.3,42.8697,13.0582,13.6,2.2
37:16.9,42.7197,13.1927,10.4,2.9
52:08.1,42.7933,13.1187,12.8,2
55:36.5,42.9063,13.1978,8.3,2
57:38.0,42.7993,13.0933,11.9,2.3
59:27.7,42.7997,13.2083,10.2,2.1
01:07.3,42.9082,13.1782,13.2,2.8
02:00.2,42.7118,13.1962,18.1,2.3
09:45.2,42.9377,12.7762,14.9,2.2
32:38.4,42.701,13.2657,10.4,2.5
33:20.1,42.6865,13.2035,12.4,2.5
37:36.8,42.9138,13.1018,11.9,2.4
42:48.8,42.8022,13.1015,10.4,2.1
00:10.7,42.8883,13.1758,13.2,2
04:07.0,42.7117,13.2732,12.9,2.1
10:54.9,42.7517,13.0828,10.4,2
19:16.2,42.7165,13.1977,14.8,2.2
20:51.0,42.7972,13.1202,15.4,2.1
24:11.1,42.8023,13.1707,9.1,2.1
30:56.2,42.7308,13.176,10.9,2
32:04.7,42.8082,13.1357,10.5,2.1
34:36.9,42.8788,13.0978,8.9,2.1
38:29.0,42.7563,13.2247,12.3,2.1
40:41.4,42.6867,13.2287,14.6,2.1
43:31.6,42.8048,13.1523,10.2,2.2
44:12.9,42.8575,13.224,9.5,2
53:20.7,42.7733,13.2093,9.6,2
01:44.2,42.7443,13.2505,13.6,2
03:32.8,42.8147,13.1462,10.9,2.6
04:19.3,43.0108,13.0767,9.6,2.4
16:53.4,42.7483,13.1913,10,2
23:50.8,42.9263,13.2088,9.2,2.4
25:34.4,42.7518,13.2033,9.2,2
31:40.5,42.6822,13.2355,11.5,2
34:10.8,42.8942,13.2467,16.5,2.2
39:53.2,43.0328,13.077,9.1,2.8
49:43.4,42.8753,13.2112,6.4,2.2
51:08.4,42.5417,13.229,12.2,2.6
54:23.1,42.7987,13.1018,10.3,2
55:41.3,42.8587,13.0423,8.5,2.3
57:27.7,42.7927,13.0377,10.5,2.7
04:31.2,43.0262,13.1132,5.2,2.4
08:14.7,42.8017,13.0347,10.6,2.1
14:08.6,42.8997,13.3157,24.5,2.7
14:50.8,42.7147,13.2552,10.1,2.2
19:43.3,42.9107,13.1993,9.1,2.9
26:26.2,42.8052,13.1928,4.9,2
32:13.8,42.905,13.0007,10.8,2.1
37:10.2,42.7962,13.0443,10,2.6
48:22.2,42.8195,13.1093,11.9,2.1
54:54.2,42.733,13.2182,11.1,2.4
56:55.6,43.0332,13.0783,9.2,2
16:48.2,42.7998,13.1362,10,2.1
21:45.8,42.9042,13.2123,9.3,2.4
25:18.6,42.9152,13.0438,11.1,2
27:37.2,42.9178,13.0558,10.6,2.2
31:00.3,42.8417,13.2457,13.5,2.1
32:15.4,43.0772,13.0743,8.9,2.8
34:11.0,42.8707,13.1243,8.5,2.5
38:46.3,42.8008,13.1037,11.1,2.3
39:36.2,42.9038,13.1947,8.1,2.4
40:54.9,42.7527,13.2148,9.2,2.1
47:09.1,42.8572,13.0353,9.7,2.4
51:38.6,42.9207,13.0427,10.9,2
04:11.5,42.6978,13.3467,13.8,2.3
07:21.2,43.0273,13.0793,8.8,2.5
18:42.3,42.789,13.1673,10,2.3
31:31.0,42.8752,13.2178,8.4,2.1
35:40.9,42.8898,13.0348,10.7,2.2
36:39.8,42.6912,13.1725,12.4,2
37:30.6,42.829,13.0483,10,2.5
38:32.7,43.0138,13.1418,8.3,2.2
42:16.8,42.894,13.1627,8.6,2.1
44:21.7,42.6143,13.2323,14.4,2.6
46:46.5,42.8262,13.1243,9.4,2.3
54:59.3,42.7925,13.1178,10.1,2.1
07:16.0,42.8583,13.0945,11.4,2.4
07:57.7,43.0028,13.1063,9.5,2.6
09:19.5,42.8337,13.0515,9.8,2.1
14:08.4,42.9282,13.1383,10.5,2.1
16:33.3,42.8022,13.0697,10.8,2
20:19.2,42.8153,13.1565,13.6,2
22:03.8,42.8047,13.1333,10.7,2.5
24:44.2,42.707,13.2725,11.7,2.2
30:59.0,42.9137,13.1348,9.7,3.2
32:42.5,42.8808,13.0992,11.5,2
38:00.9,42.8008,13.1187,12.1,2.5
40:33.3,42.7628,13.1508,10.1,2.2
42:47.4,42.9103,13.1917,9.1,2.1
45:59.3,42.8003,13.2618,14.5,2.3
50:51.2,43.0565,13.0863,5.9,2.1
52:36.1,43.0393,13.0577,9.8,3
55:11.4,42.6388,13.2247,13.4,2.9
02:41.1,42.9762,13.074,11.1,2
07:48.6,42.7773,13.0812,10.4,3.4
08:48.1,43.0352,13.0568,9.6,3.5
17:20.6,42.782,13.1513,11,2.3
17:59.0,42.9642,13.1368,6.4,2.4
24:16.9,42.946,13.214,9.1,2.4
28:39.9,42.9,13.1568,9.4,2.1
38:36.3,42.7522,13.1747,10.9,2.3
39:48.5,42.882,13.0717,10.8,2.8
40:36.2,42.8035,13.032,10.9,2.4
41:13.0,42.7962,13.1668,10,3.5
48:38.2,42.8072,13.1728,10.6,2
59:49.4,42.7522,13.2553,14.2,2.5
02:35.9,42.8998,13.0297,10.7,2
08:52.0,42.9137,13.1117,10.6,2.2
18:27.2,42.8758,13.1423,11.7,2.4
19:16.4,42.7603,13.1973,10.3,2.2
21:44.8,42.8677,13.1143,12.1,2.1
32:42.7,42.9085,13.1968,9.2,2.4
33:38.6,42.9068,13.1042,8.6,2
37:22.2,42.7132,13.1927,10.1,3.2
57:48.3,42.8718,13.1717,8.4,2.1
59:39.5,42.7417,13.1303,10.7,2.3
20:59.0,42.8913,13.1597,9.2,2.1
22:27.6,42.7297,13.1962,9.7,2.2
28:34.0,42.7183,13.2388,10.4,2.8
30:27.4,42.7723,13.1478,11.6,2.1
32:58.8,42.6772,13.234,11.4,2.3
35:51.5,42.8948,13.1703,10.2,2.8
38:35.2,42.9317,13.2218,9.2,2.6
48:42.6,42.734,13.1717,10.9,2.4
49:46.1,42.7342,13.1848,13,2.5
52:10.0,42.7423,13.1202,11.6,2.8
53:27.9,42.7482,13.1782,3,2.1
01:17.0,42.8852,13.2575,9.1,2
02:30.9,42.8097,13.1393,10.2,2.4
05:06.6,42.9258,13.1358,10,2.3
05:52.2,42.7063,13.262,11.1,2.6
26:53.9,42.8807,13.1732,8,2.9
27:43.6,43.0008,13.1508,6.2,3.1
33:58.3,42.6812,13.1778,12.8,2.5
35:26.7,42.9612,13.0582,12.3,2.1
55:31.8,42.9557,13.1317,9.9,2.3
00:21.5,43.0058,13.1248,9.3,2.8
02:48.6,42.784,13.1337,10.3,2
15:50.5,42.7237,13.2127,9.4,2.4
16:55.4,42.7742,13.2087,10.3,2.4
22:46.9,42.8567,13.0822,13.1,2
32:07.1,42.9415,13.1483,10,2.8
33:13.7,42.7958,13.1118,10.5,2.1
34:28.3,42.7913,13.4903,19.4,2.2
41:04.4,42.7938,12.9185,12.3,2
45:34.0,42.9453,13.1238,10.4,2.1
50:12.0,42.82,13.2505,14.9,2.1
57:10.1,42.9182,13.0248,11.2,2
05:07.7,42.7583,13.2098,9.6,2.2
13:52.1,42.7775,13.2047,9.4,3.3
15:43.7,42.71,13.1672,11.3,2.1
24:28.3,42.8972,13.1083,10.4,2.7
26:02.1,42.934,13.193,9.4,2.2
26:34.0,42.9193,13.1168,9.7,2.1
28:56.4,42.8573,13.2255,10.1,2.8
43:18.7,42.874,13.1868,10.4,2.5
43:48.7,42.7147,13.2405,10.8,2.3
44:44.6,42.7997,13.1712,9,2.3
46:22.0,42.6868,13.273,11.1,2
47:56.4,42.7767,13.209,9.6,2.2
50:51.5,42.7853,13.1122,11,2.3
54:46.2,42.8335,13.03,10.6,2.4
00:55.1,42.8803,13.0362,10.9,2.1
02:41.9,42.8193,13.0908,10,2.2
05:15.0,43.0387,13.117,8.1,3.1
06:12.6,42.7022,13.2733,12.9,2.4
10:05.5,42.9545,13.1518,9.2,2.4
14:44.7,42.8073,13.1445,10.4,2.3
21:38.1,42.86,13.1158,8.3,2.2
26:15.9,42.9303,13.1428,8.1,2.5
28:12.6,42.6315,13.2072,13.4,2.7
29:00.9,42.8373,13.1633,10.5,2.7
33:55.5,42.7678,13.2382,12,2
38:46.4,42.8348,13.1667,10,2.3
46:12.5,42.9118,13.0652,11.8,2
47:44.4,42.7423,13.264,10.8,2.2
56:24.7,42.8877,13.1382,10.9,2.2
58:44.5,42.7943,13.0788,11.5,2
00:11.2,42.7288,13.179,9.7,2.1
03:08.6,43.0268,13.074,8.9,2.5
09:00.4,42.8788,13.0508,10.8,2.5
10:23.7,42.839,13.1662,10.9,2.5
11:01.8,42.8488,13.2227,9.6,2.3
19:59.2,42.7682,13.1707,10.5,2
22:45.2,42.7167,13.208,11.5,2
32:33.5,42.6872,13.2757,9.3,2.2
34:07.1,42.8207,13.0993,12.6,2.2
41:16.2,42.7582,13.0827,10.9,2
43:02.0,42.7897,13.0853,10.3,2.1
44:37.4,42.7898,13.1477,9,2.7
47:32.8,42.9223,13.0192,10.6,2
54:07.2,42.8333,13.1675,10.9,2.1
55:06.7,42.7445,13.2277,11.3,2
57:30.2,42.818,13.1582,9.6,2.1
04:19.0,42.8032,13.1485,10.8,2
06:13.3,42.9095,13.1713,10.3,2.1
13:52.7,42.7993,13.1063,10.6,2.1
14:24.0,42.9118,13.1922,9.7,2
21:23.9,42.8812,13.1013,10,2.1
25:59.7,42.8847,13.1473,10.7,3.2
35:34.3,42.7928,13.1487,9.1,2.4
42:37.2,42.8407,13.1627,10.8,2.7
43:24.5,42.7642,13.1498,11.4,2
47:34.4,42.8158,13.0873,10.1,2.4
03:49.8,42.7937,13.1072,10.5,2.5
06:38.1,42.8578,13.2237,10.2,2.3
08:28.6,42.9692,13.098,10.8,2
12:26.8,42.7928,13.0763,10.2,2.7
16:06.7,42.8937,13.0778,9.8,2.3
16:54.0,42.8862,13.1302,12,2.3
17:30.3,42.8002,13.1528,10.1,3
18:43.9,43.0523,13.0877,7.9,2.4
22:35.8,42.8413,13.1512,9.6,2.3
24:28.1,42.8142,13.1593,10.4,2
30:22.9,42.8888,13.1927,10.8,2.1
45:51.2,42.7147,13.2982,13.1,2.4
46:34.7,42.8165,13.1523,11.1,2.4
53:02.7,43.0308,13.0453,9.9,3.4
55:16.2,42.8942,13.2158,9.3,2.1
55:59.9,42.7932,13.173,10.7,2.6
56:45.6,42.9018,13.2077,8.8,2.7
01:26.1,42.9057,13.163,9,2.1
12:09.4,42.7097,13.2253,10.7,2.9
18:10.6,42.733,13.2298,10.6,2
20:21.8,42.822,13.1273,13.2,2
23:12.7,42.8898,13.1925,9.3,2.5
28:16.7,42.8892,13.0592,13.1,2.4
29:21.3,42.8875,13.1893,9.5,2.6
37:29.2,42.8017,13.1192,10.6,2
44:30.9,42.777,13.2152,10.8,2.2
49:24.4,42.9475,13.2323,6.5,2
50:58.8,42.7877,13.0722,10.5,2.3
52:11.1,42.9023,13.1843,7.8,2
56:51.3,42.8907,13.15,9.1,2.9
00:05.7,42.8752,13.086,10.7,2.1
01:11.0,42.7868,13.1927,9.9,2.2
01:42.8,42.793,13.1762,10,2.3
05:57.3,42.8142,13.3535,14.8,2.1
10:21.7,42.7502,13.2095,10.8,2.2
16:30.8,42.7658,13.1102,11.2,2.5
17:39.7,42.9238,13.0202,11.9,2.4
24:40.3,42.8087,13.1483,10.2,2.7
25:25.7,42.7303,13.2062,11.4,2.1
33:08.9,42.7352,13.2827,9.3,2.3
37:55.6,42.7538,13.0832,10.5,2.6
42:08.6,42.886,13.1048,19.6,2.3
45:37.0,42.801,13.1447,10.6,3.2
47:34.6,42.887,13.1715,8.9,2
49:04.2,42.8553,13.0953,10.6,2
50:26.3,42.7332,13.2053,10.6,2.2
53:51.1,42.8608,13.2165,10.4,2.2
11:10.9,42.96,13.1792,9.9,2.1
12:19.9,42.8285,12.8447,6.4,2.3
12:42.5,42.8348,13.205,8.5,2.1
21:30.3,42.881,13.2083,7.7,2.1
22:26.1,42.6405,13.2965,11.2,2.3
23:20.1,42.9882,13.0337,8.7,2.4
26:16.7,42.9233,13.2017,7.8,2.1
41:20.5,43.0012,13.0967,8.6,2.8
45:59.8,42.8217,13.1088,11.1,2.1
50:04.4,42.8358,13.2103,13.5,2
56:05.8,42.713,13.144,11.6,2.5
11:56.9,42.7633,13.1813,10,2
16:00.6,42.8018,13.0873,11,2.2
16:52.9,42.8503,13.2215,10,2.2
20:52.1,42.7138,13.1798,14.5,2.5
26:47.3,42.9282,13.2067,9.4,3.4
27:41.2,42.9413,13.1473,9.8,3.4
33:56.6,42.8443,13.0043,10.3,2.1
37:49.7,42.8782,13.0678,8.4,3.7
42:05.4,42.7267,13.185,10.9,2.2
43:47.3,42.9467,13.0578,12.1,2.1
52:53.2,42.7318,13.2432,12,2.3
09:31.2,42.7928,13.1393,11,2
12:53.5,42.9223,13.1473,9,2.1
13:38.9,42.8327,13.0822,11.1,2.2
17:29.1,42.787,13.2025,10,2.3
25:17.4,42.992,13.0432,7.7,2.5
36:11.0,42.8978,13.2018,9.7,3
38:19.3,42.819,13.1303,10.4,2
48:39.7,42.8072,13.1557,9.8,2.1
58:43.9,42.9288,13.1648,8.8,2
02:43.3,42.8263,13.0788,8.9,2.7
05:36.2,42.7758,13.1392,11.7,2.1
19:43.6,42.938,13.2078,9.2,2.2
20:41.0,42.7765,13.2102,7,2
22:16.7,42.785,13.1228,18.1,2.2
24:51.7,42.987,13.0407,8.2,2.5
41:48.3,42.8102,13.1477,10.6,2.1
42:26.6,42.8392,13.3953,22.6,2.4
44:09.2,43.002,13.068,11,2.4
47:03.8,42.8373,12.9503,7.4,2
50:52.9,42.7358,13.1698,10.9,2.1
55:34.1,42.693,13.1738,13,2.1
57:34.0,42.8808,13.185,7.7,3.3
58:24.2,43.0268,13.0968,4.2,2.7
04:31.7,42.9473,13.1033,8,2.2
05:20.9,42.686,13.2375,11.4,2.2
05:53.1,42.9495,13.1057,8.5,2.7
09:00.4,42.8827,13.2368,9.4,2.1
10:56.5,43.0413,13.0573,9.5,3.1
12:15.2,43.0173,13.1348,5.9,2.4
12:54.8,42.8488,13.1198,10.3,2.2
14:55.1,42.9023,13.0997,9.9,2.2
15:51.1,42.7013,13.2053,16.1,2.1
22:01.0,42.8092,13.2008,10,2.3
22:41.2,42.7483,13.1328,10.7,2.2
26:36.6,42.9007,13.1543,8.2,2.2
27:55.5,42.7463,13.177,8.4,2.1
30:12.5,42.809,13.1988,10.1,2.7
39:07.8,42.8793,13.1808,12.2,2.2
40:07.3,42.6872,13.2175,13.5,2.1
43:26.5,42.7912,13.1172,9.5,2.1
44:25.2,42.9003,13.1237,11,2.4
45:04.6,42.9628,13.1943,11.2,2.3
50:39.6,43.0738,13.0757,8.9,2.1
52:45.6,42.8248,13.3032,10.8,2.8
57:03.1,42.7077,13.2293,9.6,3.1
07:34.6,42.7415,13.2912,15.4,2.5
08:58.6,42.7017,13.2318,12.1,2.1
12:26.7,42.7018,13.234,10,2.7
34:27.2,43.0453,13.0612,10,2.3
35:29.5,42.8127,13.1513,10.7,2.2
37:25.7,42.9242,13.0497,10.9,2.3
38:01.9,42.7463,13.2253,10.1,2.2
38:31.4,42.827,13.0648,11,2.1
44:14.4,42.6612,13.2577,12.8,2
46:07.5,42.9117,13.0768,9,2.1
46:47.8,42.8977,13.1032,8.9,2.1
52:43.1,42.7207,13.1653,10.9,2
07:25.0,42.8773,13.1408,10.9,2.5
15:45.5,42.7728,13.1203,12,2.2
17:09.9,42.8847,13.2415,7.8,2.6
18:26.5,42.7667,13.2442,15.7,2.3
28:06.1,42.7302,13.1823,9,2
35:01.3,43.0285,13.049,8.4,4.7
37:48.1,42.8183,13.0703,11.1,2.9
40:23.2,42.7715,13.1428,10.2,2.6
42:19.8,42.7422,13.141,11.1,2.6
44:25.6,43.001,13.0768,10.1,2.3
45:54.2,42.9287,13.1487,9.9,2
52:16.0,42.7247,13.2645,10.5,2.6
52:46.9,43.0368,13.0667,9.9,2.1
54:21.8,43.0277,13.0732,10.5,2.1
56:03.0,42.9157,13.1997,8.5,2.1
58:40.2,43.0307,13.0667,10.4,2
59:39.5,43.0172,13.0807,10,2.1
00:27.8,42.7582,13.1257,10.7,2.2
02:15.3,43.013,13.0578,10,2.4
04:50.5,42.8018,13.1422,8.9,2.6
05:53.0,42.7468,13.0825,10.6,2.6
